Call_ID,Fecha,Agente_ID,Centro_Costo,Canal,Tiempo_Espera_Seg,Tiempo_Atencion_Seg,Tiempo_Total_Seg,Abandonada,Resuelta_Primer_Contacto
C10838,2025-01-12 05:00:00,A012,Tarjetas,Inbound,17,249,266,0,1
C10839,2025-01-12 22:00:00,A016,Banca_Personal,Outbound,34,302,336,0,1
C10840,2025-01-03 17:00:00,A014,Banca_Personal,Inbound,2,215,217,0,1
C10841,2025-02-06 15:00:00,A020,Banca_Personal,Inbound,28,331,359,0,1
C10842,2025-01-03 19:00:00,A002,Soporte_Digital,Inbound,28,288,316,0,1
C10843,2025-02-20 16:00:00,A024,Créditos,Outbound,54,321,375,0,1
C10844,2025-02-28 10:00:00,A008,Banca_Personal,Inbound,7,323,330,0,0
C10845,2025-02-10 13:00:00,A004,Banca_Personal,Inbound,22,382,404,0,0
C10846,2025-01-22 03:00:00,A020,Banca_Personal,Inbound,43,338,381,0,1
C10847,2025-02-16 21:00:00,A009,Tarjetas,Outbound,10,317,327,0,0
C10848,2025-02-06 21:00:00,A020,Banca_Personal,Inbound,23,314,337,0,1
C10849,2025-03-24 19:00:00,A025,Tarjetas,Inbound,11,181,192,0,1
C10850,2025-02-02 06:00:00,A019,Tarjetas,Inbound,4,310,314,0,1
C10851,2025-02-08 13:00:00,A002,Soporte_Digital,Inbound,7,336,343,0,1
C10852,2025-01-05 23:00:00,A016,Banca_Personal,Outbound,23,292,315,0,1
C10853,2025-03-22 18:00:00,A011,Soporte_Digital,Outbound,66,399,465,0,0
C10854,2025-01-21 07:00:00,A008,Banca_Personal,Inbound,83,210,293,0,0
C10855,2025-03-30 13:00:00,A012,Créditos,Outbound,40,255,295,0,1
C10856,2025-01-19 08:00:00,A003,Banca_Personal,Inbound,12,261,273,0,1
C10857,2025-01-20 05:00:00,A013,Banca_Personal,Inbound,4,300,304,0,1
C10858,2025-01-26 11:00:00,A002,Banca_Personal,Inbound,7,261,268,0,1
C10859,2025-02-24 21:00:00,A013,Banca_Personal,Inbound,40,225,265,0,0
C10860,2025-03-11 03:00:00,A008,Banca_Personal,Outbound,29,278,307,0,1
C10861,2025-02-08 04:00:00,A015,Banca_Personal,Outbound,24,360,384,0,1
C10862,2025-01-01 05:00:00,A024,Soporte_Digital,Outbound,46,345,391,0,1
C10863,2025-01-29 08:00:00,A021,Créditos,Inbound,44,258,302,0,1
C10864,2025-03-10 11:00:00,A009,Soporte_Digital,Inbound,30,277,307,0,1
C10865,2025-01-05 02:00:00,A011,Créditos,Inbound,10,253,263,0,0
C10866,2025-01-22 21:00:00,A022,Soporte_Digital,Inbound,18,224,242,0,1
C10867,2025-02-19 04:00:00,A021,Soporte_Digital,Inbound,4,325,329,0,1
C10868,2025-03-12 09:00:00,A003,Banca_Personal,Inbound,24,223,247,0,1
C10869,2025-02-17 10:00:00,A007,Soporte_Digital,Inbound,12,339,351,0,1
C10870,2025-01-17 11:00:00,A014,Créditos,Inbound,5,409,414,0,0
C10871,2025-02-02 01:00:00,A015,Tarjetas,Inbound,20,322,342,0,1
C10872,2025-03-18 02:00:00,A009,Créditos,Inbound,19,337,356,0,0
C10873,2025-03-06 09:00:00,A020,Soporte_Digital,Inbound,26,335,361,0,1
C10874,2025-01-29 10:00:00,A011,Tarjetas,Inbound,35,270,305,0,1
C10875,2025-03-06 20:00:00,A007,Banca_Personal,Outbound,17,322,339,0,1
C10876,2025-01-01 14:00:00,A012,Tarjetas,Inbound,6,318,324,1,0
C10877,2025-02-21 12:00:00,A019,Banca_Personal,Inbound,58,262,320,0,1
C10878,2025-01-01 04:00:00,A018,Créditos,Inbound,55,149,204,0,1
C10879,2025-03-21 12:00:00,A013,Tarjetas,Inbound,12,237,249,1,1
C10880,2025-03-01 09:00:00,A011,Tarjetas,Inbound,31,243,274,0,1
C10881,2025-03-08 23:00:00,A001,Tarjetas,Outbound,61,330,391,0,1
C10882,2025-01-08 00:00:00,A006,Banca_Personal,Inbound,32,211,243,0,1
C10883,2025-02-02 23:00:00,A021,Banca_Personal,Inbound,18,412,430,0,1
C10884,2025-02-11 15:00:00,A002,Créditos,Inbound,17,397,414,0,0
C10885,2025-01-07 07:00:00,A013,Créditos,Inbound,5,363,368,0,1
C10886,2025-01-21 23:00:00,A013,Soporte_Digital,Inbound,7,269,276,0,1
C10887,2025-03-07 13:00:00,A019,Banca_Personal,Inbound,13,175,188,0,1
C10888,2025-03-29 03:00:00,A009,Créditos,Inbound,18,349,367,0,1
C10889,2025-01-21 23:00:00,A019,Tarjetas,Inbound,18,255,273,0,1
C10890,2025-02-05 02:00:00,A023,Tarjetas,Outbound,105,347,452,0,1
C10891,2025-01-15 14:00:00,A001,Tarjetas,Inbound,18,336,354,0,1
C10892,2025-03-28 06:00:00,A023,Créditos,Inbound,17,273,290,0,0
C10893,2025-03-11 03:00:00,A025,Tarjetas,Inbound,17,226,243,0,0
C10894,2025-01-25 21:00:00,A008,Tarjetas,Inbound,9,311,320,0,0
C10895,2025-02-14 10:00:00,A023,Banca_Personal,Inbound,39,205,244,0,1
C10896,2025-01-02 15:00:00,A014,Banca_Personal,Inbound,31,316,347,0,0
C10897,2025-01-08 06:00:00,A024,Créditos,Inbound,19,328,347,0,1
C10898,2025-02-11 14:00:00,A016,Banca_Personal,Outbound,5,260,265,0,1
C10899,2025-03-03 20:00:00,A004,Soporte_Digital,Inbound,51,209,260,0,1
C10900,2025-02-20 16:00:00,A018,Créditos,Outbound,70,397,467,1,1
C10901,2025-02-04 19:00:00,A014,Soporte_Digital,Outbound,23,267,290,0,0
C10902,2025-02-14 03:00:00,A009,Soporte_Digital,Inbound,2,287,289,0,1
C10903,2025-02-07 09:00:00,A015,Créditos,Inbound,16,365,381,0,1
C10904,2025-03-07 03:00:00,A003,Banca_Personal,Outbound,13,265,278,0,1
C10905,2025-02-13 14:00:00,A004,Banca_Personal,Inbound,39,254,293,0,0
C10906,2025-02-08 19:00:00,A023,Créditos,Inbound,46,420,466,0,1
C10907,2025-02-22 03:00:00,A018,Soporte_Digital,Inbound,15,256,271,1,0
C10908,2025-02-21 01:00:00,A014,Créditos,Inbound,8,373,381,0,0
C10909,2025-02-27 05:00:00,A015,Créditos,Inbound,12,309,321,0,1
C10910,2025-02-14 05:00:00,A008,Tarjetas,Inbound,38,307,345,0,1
C10911,2025-01-21 19:00:00,A010,Tarjetas,Inbound,30,269,299,0,1
C10912,2025-03-13 18:00:00,A024,Soporte_Digital,Outbound,26,288,314,0,1
C10913,2025-03-30 03:00:00,A012,Banca_Personal,Inbound,44,407,451,0,0
C10914,2025-03-15 11:00:00,A021,Tarjetas,Inbound,44,351,395,0,1
C10915,2025-03-13 04:00:00,A009,Tarjetas,Inbound,48,218,266,0,1
C10916,2025-01-14 23:00:00,A008,Soporte_Digital,Inbound,26,240,266,0,1
C10917,2025-02-19 00:00:00,A017,Créditos,Inbound,27,322,349,1,1
C10918,2025-02-02 10:00:00,A009,Tarjetas,Inbound,30,338,368,0,1
C10919,2025-02-19 09:00:00,A013,Banca_Personal,Outbound,26,346,372,0,1
C10920,2025-03-22 13:00:00,A014,Soporte_Digital,Inbound,9,295,304,0,1
C10921,2025-03-03 02:00:00,A005,Tarjetas,Inbound,62,249,311,0,1
C10922,2025-03-07 01:00:00,A009,Soporte_Digital,Inbound,10,251,261,0,0
C10923,2025-02-09 02:00:00,A025,Tarjetas,Outbound,21,161,182,0,1
C10924,2025-02-03 11:00:00,A016,Tarjetas,Inbound,15,398,413,0,0
C10925,2025-03-22 15:00:00,A019,Soporte_Digital,Outbound,13,142,155,0,1
C10926,2025-01-27 09:00:00,A024,Banca_Personal,Inbound,64,285,349,0,1
C10927,2025-02-22 05:00:00,A023,Banca_Personal,Inbound,87,193,280,0,1
C10928,2025-02-15 02:00:00,A007,Créditos,Outbound,22,264,286,0,1
C10929,2025-02-23 13:00:00,A012,Tarjetas,Inbound,21,334,355,0,0
C10930,2025-01-15 17:00:00,A002,Créditos,Inbound,12,162,174,0,1
C10931,2025-02-18 07:00:00,A018,Soporte_Digital,Inbound,14,321,335,0,1
C10932,2025-03-20 13:00:00,A018,Créditos,Outbound,20,352,372,0,0
C10933,2025-03-17 18:00:00,A016,Soporte_Digital,Inbound,42,274,316,1,1
C10934,2025-02-10 06:00:00,A011,Banca_Personal,Inbound,25,464,489,1,0
C10935,2025-02-18 17:00:00,A002,Soporte_Digital,Outbound,42,165,207,0,1
C10936,2025-03-06 11:00:00,A014,Soporte_Digital,Inbound,57,197,254,0,1
C10937,2025-03-30 22:00:00,A004,Créditos,Inbound,61,281,342,1,1
C10938,2025-01-05 12:00:00,A007,Tarjetas,Inbound,24,283,307,0,1
C10939,2025-02-27 00:00:00,A002,Créditos,Inbound,68,306,374,1,0
C10940,2025-03-15 05:00:00,A021,Banca_Personal,Outbound,9,355,364,0,0
C10941,2025-02-11 09:00:00,A014,Banca_Personal,Inbound,35,224,259,0,0
C10942,2025-03-05 05:00:00,A007,Banca_Personal,Inbound,17,218,235,0,1
C10943,2025-02-26 12:00:00,A009,Tarjetas,Inbound,64,258,322,0,0
C10944,2025-02-04 05:00:00,A008,Créditos,Inbound,73,361,434,0,1
C10945,2025-02-09 00:00:00,A009,Soporte_Digital,Inbound,15,348,363,0,1
C10946,2025-01-08 22:00:00,A007,Soporte_Digital,Inbound,40,295,335,0,1
C10947,2025-03-25 04:00:00,A019,Tarjetas,Inbound,24,269,293,0,1
C10948,2025-02-08 20:00:00,A017,Banca_Personal,Inbound,17,290,307,0,1
C10949,2025-01-06 21:00:00,A023,Tarjetas,Outbound,43,321,364,0,1
C10950,2025-03-20 20:00:00,A013,Soporte_Digital,Inbound,25,305,330,1,0
C10951,2025-01-24 13:00:00,A011,Banca_Personal,Inbound,47,215,262,0,1
C10952,2025-02-23 10:00:00,A022,Tarjetas,Inbound,16,211,227,1,1
C10953,2025-03-02 22:00:00,A018,Soporte_Digital,Inbound,21,284,305,0,1
C10954,2025-02-17 06:00:00,A017,Soporte_Digital,Inbound,14,343,357,0,1
C10955,2025-01-31 23:00:00,A016,Tarjetas,Inbound,43,236,279,0,1
C10956,2025-01-29 00:00:00,A010,Soporte_Digital,Inbound,12,324,336,1,1
C10957,2025-01-23 02:00:00,A004,Créditos,Inbound,15,192,207,0,1
C10958,2025-02-24 17:00:00,A004,Créditos,Inbound,17,304,321,0,1
C10959,2025-01-24 09:00:00,A022,Banca_Personal,Inbound,27,253,280,0,1
C10960,2025-03-05 21:00:00,A011,Créditos,Inbound,41,174,215,0,1
C10961,2025-01-13 13:00:00,A021,Créditos,Inbound,12,267,279,0,0
C10962,2025-01-08 16:00:00,A025,Tarjetas,Inbound,14,224,238,0,0
C10963,2025-01-22 05:00:00,A008,Banca_Personal,Inbound,13,283,296,0,1
C10964,2025-02-25 13:00:00,A009,Tarjetas,Inbound,62,324,386,1,1
C10965,2025-02-27 01:00:00,A016,Tarjetas,Inbound,24,327,351,0,1
C10966,2025-02-03 02:00:00,A010,Créditos,Inbound,9,181,190,0,1
C10967,2025-03-05 11:00:00,A023,Créditos,Inbound,39,334,373,0,1
C10968,2025-02-01 16:00:00,A009,Soporte_Digital,Inbound,41,324,365,0,0
C10969,2025-01-19 02:00:00,A003,Soporte_Digital,Inbound,11,274,285,0,0
C10970,2025-03-06 06:00:00,A025,Banca_Personal,Inbound,10,223,233,0,1
C10971,2025-03-26 22:00:00,A002,Créditos,Outbound,35,275,310,0,1
C10972,2025-03-13 02:00:00,A009,Soporte_Digital,Inbound,67,396,463,0,1
C10973,2025-01-03 20:00:00,A013,Tarjetas,Inbound,15,335,350,0,0
C10974,2025-03-09 21:00:00,A006,Créditos,Inbound,17,358,375,0,0
C10975,2025-03-21 08:00:00,A004,Banca_Personal,Inbound,35,240,275,0,1
C10976,2025-01-24 01:00:00,A014,Banca_Personal,Inbound,10,268,278,0,0
C10977,2025-03-27 20:00:00,A011,Tarjetas,Inbound,34,222,256,0,1
C10978,2025-02-24 01:00:00,A002,Soporte_Digital,Inbound,20,260,280,0,1
C10979,2025-03-29 10:00:00,A003,Tarjetas,Inbound,5,381,386,0,0
C10980,2025-01-21 19:00:00,A005,Soporte_Digital,Inbound,61,273,334,0,0
C10981,2025-03-05 17:00:00,A025,Créditos,Inbound,7,258,265,0,1
C10982,2025-03-04 23:00:00,A007,Banca_Personal,Inbound,48,314,362,0,1
C10983,2025-01-12 14:00:00,A011,Soporte_Digital,Inbound,22,265,287,0,1
C10984,2025-02-15 02:00:00,A012,Tarjetas,Inbound,28,305,333,0,1
C10985,2025-01-19 13:00:00,A011,Créditos,Inbound,10,265,275,0,1
C10986,2025-02-04 19:00:00,A019,Soporte_Digital,Inbound,30,311,341,0,1
C10987,2025-02-01 10:00:00,A013,Créditos,Inbound,78,277,355,0,1
C10988,2025-03-18 21:00:00,A004,Créditos,Inbound,11,232,243,0,1
C10989,2025-03-08 08:00:00,A014,Tarjetas,Inbound,18,363,381,0,1
C10990,2025-03-05 00:00:00,A012,Tarjetas,Inbound,28,409,437,0,0
C10991,2025-03-01 14:00:00,A002,Créditos,Outbound,24,329,353,0,1
C10992,2025-02-15 03:00:00,A008,Créditos,Inbound,51,209,260,0,1
C10993,2025-03-08 06:00:00,A022,Soporte_Digital,Inbound,29,286,315,0,1
C10994,2025-03-21 12:00:00,A019,Tarjetas,Inbound,16,314,330,0,0
C10995,2025-02-12 14:00:00,A013,Soporte_Digital,Inbound,40,198,238,0,1
C10996,2025-03-07 01:00:00,A021,Banca_Personal,Inbound,9,267,276,0,0
C10997,2025-01-08 08:00:00,A021,Soporte_Digital,Inbound,22,215,237,1,1
C10998,2025-02-05 06:00:00,A001,Créditos,Outbound,13,238,251,0,1
C10999,2025-02-22 00:00:00,A005,Banca_Personal,Inbound,20,320,340,0,1
C11000,2025-03-08 16:00:00,A022,Soporte_Digital,Inbound,24,297,321,0,1
C11001,2025-03-08 20:00:00,A011,Banca_Personal,Inbound,79,234,313,1,0
C11002,2025-03-24 07:00:00,A011,Tarjetas,Outbound,18,295,313,0,0
C11003,2025-03-27 16:00:00,A013,Soporte_Digital,Outbound,29,278,307,0,0
C11004,2025-01-10 19:00:00,A002,Soporte_Digital,Outbound,10,352,362,0,1
C11005,2025-01-30 13:00:00,A019,Tarjetas,Inbound,14,175,189,0,0
C11006,2025-02-03 01:00:00,A016,Soporte_Digital,Inbound,24,255,279,0,0
C11007,2025-03-22 14:00:00,A005,Banca_Personal,Inbound,13,391,404,1,1
C11008,2025-03-11 13:00:00,A014,Tarjetas,Inbound,11,230,241,0,1
C11009,2025-01-02 02:00:00,A019,Banca_Personal,Outbound,5,235,240,0,0
C11010,2025-02-21 02:00:00,A005,Soporte_Digital,Inbound,14,268,282,0,1
C11011,2025-01-04 12:00:00,A021,Soporte_Digital,Inbound,10,376,386,0,0
C11012,2025-03-19 07:00:00,A024,Soporte_Digital,Inbound,15,324,339,0,1
C11013,2025-02-16 18:00:00,A009,Soporte_Digital,Inbound,41,236,277,0,1
C11014,2025-02-20 13:00:00,A024,Banca_Personal,Inbound,47,294,341,0,1
C11015,2025-01-01 11:00:00,A012,Soporte_Digital,Inbound,39,278,317,0,1
C11016,2025-02-12 04:00:00,A016,Tarjetas,Inbound,53,326,379,0,0
C11017,2025-03-14 20:00:00,A019,Tarjetas,Inbound,13,297,310,0,0
C11018,2025-03-20 04:00:00,A015,Créditos,Inbound,19,311,330,0,1
C11019,2025-02-24 21:00:00,A017,Tarjetas,Outbound,55,280,335,0,1
C11020,2025-02-27 15:00:00,A015,Créditos,Inbound,28,379,407,0,1
C11021,2025-03-11 22:00:00,A003,Tarjetas,Inbound,9,297,306,0,1
C11022,2025-01-08 11:00:00,A017,Tarjetas,Inbound,9,262,271,0,1
C11023,2025-02-03 04:00:00,A013,Soporte_Digital,Inbound,4,363,367,0,1
C11024,2025-03-03 03:00:00,A009,Tarjetas,Outbound,1,335,336,0,1
C11025,2025-03-26 08:00:00,A013,Soporte_Digital,Outbound,8,245,253,0,0
C11026,2025-02-06 22:00:00,A016,Soporte_Digital,Inbound,3,63,66,0,0
C11027,2025-02-19 13:00:00,A019,Tarjetas,Inbound,14,332,346,0,0
C11028,2025-03-11 19:00:00,A014,Banca_Personal,Inbound,23,273,296,0,1
C11029,2025-03-05 07:00:00,A008,Soporte_Digital,Inbound,47,302,349,0,0
C11030,2025-02-02 02:00:00,A022,Tarjetas,Outbound,41,370,411,0,0
C11031,2025-02-23 06:00:00,A019,Banca_Personal,Inbound,4,242,246,0,0
C11032,2025-02-09 22:00:00,A025,Tarjetas,Inbound,57,232,289,0,1
C11033,2025-02-08 04:00:00,A024,Tarjetas,Inbound,57,216,273,0,0
C11034,2025-03-28 06:00:00,A003,Banca_Personal,Inbound,60,432,492,0,1
C11035,2025-03-16 05:00:00,A023,Tarjetas,Inbound,15,371,386,0,0
C11036,2025-01-15 02:00:00,A021,Soporte_Digital,Outbound,17,340,357,0,1
C11037,2025-03-05 04:00:00,A018,Créditos,Inbound,21,184,205,0,0
C11038,2025-02-28 03:00:00,A016,Créditos,Outbound,6,214,220,0,1
C11039,2025-02-08 02:00:00,A014,Tarjetas,Inbound,46,342,388,0,1
C11040,2025-03-19 05:00:00,A016,Créditos,Inbound,13,324,337,0,0
C11041,2025-01-20 18:00:00,A024,Créditos,Inbound,11,283,294,0,1
C11042,2025-03-02 06:00:00,A017,Créditos,Inbound,50,218,268,0,1
C11043,2025-02-27 11:00:00,A020,Soporte_Digital,Inbound,16,363,379,0,0
C11044,2025-03-03 19:00:00,A011,Soporte_Digital,Inbound,18,407,425,0,0
C11045,2025-03-28 10:00:00,A013,Créditos,Inbound,27,326,353,0,0
C11046,2025-02-03 08:00:00,A011,Banca_Personal,Inbound,34,254,288,1,1
C11047,2025-02-21 22:00:00,A004,Banca_Personal,Inbound,10,391,401,0,1
C11048,2025-02-05 23:00:00,A014,Banca_Personal,Inbound,9,310,319,0,1
C11049,2025-02-18 19:00:00,A005,Soporte_Digital,Inbound,11,397,408,0,0
C11050,2025-01-31 18:00:00,A004,Soporte_Digital,Inbound,9,278,287,0,1
C11051,2025-02-27 06:00:00,A001,Soporte_Digital,Inbound,38,423,461,0,1
C11052,2025-02-10 21:00:00,A014,Soporte_Digital,Inbound,7,273,280,0,1
C11053,2025-03-29 00:00:00,A007,Créditos,Outbound,78,260,338,1,0
C11054,2025-02-12 03:00:00,A010,Soporte_Digital,Outbound,33,349,382,0,1
C11055,2025-03-30 14:00:00,A002,Créditos,Inbound,23,295,318,0,0
C11056,2025-01-30 20:00:00,A010,Banca_Personal,Outbound,39,323,362,0,1
C11057,2025-03-17 07:00:00,A003,Créditos,Outbound,13,238,251,0,1
C11058,2025-03-03 09:00:00,A021,Banca_Personal,Inbound,19,239,258,0,1
C11059,2025-02-18 13:00:00,A008,Soporte_Digital,Inbound,53,277,330,0,0
C11060,2025-01-26 09:00:00,A010,Banca_Personal,Inbound,10,321,331,0,0
C11061,2025-03-17 12:00:00,A008,Banca_Personal,Inbound,25,253,278,0,1
C11062,2025-02-25 15:00:00,A014,Créditos,Inbound,7,364,371,0,1
C11063,2025-01-24 02:00:00,A018,Banca_Personal,Inbound,62,293,355,0,1
C11064,2025-03-10 23:00:00,A009,Tarjetas,Inbound,113,402,515,0,0
C11065,2025-03-15 03:00:00,A022,Banca_Personal,Inbound,19,236,255,0,0
C11066,2025-01-02 21:00:00,A009,Soporte_Digital,Inbound,27,320,347,0,1
C11067,2025-02-22 11:00:00,A004,Banca_Personal,Inbound,33,327,360,0,1
C11068,2025-02-14 15:00:00,A003,Tarjetas,Inbound,31,316,347,0,0
C11069,2025-03-30 19:00:00,A014,Créditos,Outbound,121,297,418,0,1
C11070,2025-01-23 14:00:00,A014,Banca_Personal,Inbound,14,350,364,0,0
C11071,2025-03-02 11:00:00,A021,Tarjetas,Inbound,42,225,267,0,1
C11072,2025-03-30 06:00:00,A016,Soporte_Digital,Inbound,0,316,316,0,0
C11073,2025-03-25 00:00:00,A005,Soporte_Digital,Outbound,6,240,246,0,1
C11074,2025-02-08 00:00:00,A020,Créditos,Inbound,26,265,291,0,0
C11075,2025-02-14 12:00:00,A023,Soporte_Digital,Inbound,12,316,328,0,1
C11076,2025-02-03 19:00:00,A024,Tarjetas,Outbound,86,356,442,0,0
C11077,2025-03-04 00:00:00,A015,Banca_Personal,Inbound,4,217,221,0,1
C11078,2025-03-21 12:00:00,A021,Tarjetas,Inbound,20,399,419,0,1
C11079,2025-03-07 13:00:00,A009,Créditos,Inbound,13,360,373,0,1
C11080,2025-02-06 02:00:00,A007,Banca_Personal,Inbound,9,302,311,0,0
C11081,2025-03-15 14:00:00,A013,Tarjetas,Inbound,31,235,266,0,1
C11082,2025-01-25 03:00:00,A023,Créditos,Outbound,26,391,417,0,1
C11083,2025-03-02 02:00:00,A008,Créditos,Inbound,41,327,368,0,1
C11084,2025-01-30 01:00:00,A012,Banca_Personal,Inbound,12,327,339,0,0
C11085,2025-03-24 08:00:00,A004,Banca_Personal,Inbound,14,259,273,0,1
C11086,2025-01-31 05:00:00,A016,Soporte_Digital,Inbound,14,311,325,0,1
C11087,2025-01-12 21:00:00,A006,Soporte_Digital,Inbound,43,262,305,0,1
C11088,2025-03-20 19:00:00,A005,Banca_Personal,Inbound,29,372,401,0,1
C11089,2025-01-24 17:00:00,A001,Soporte_Digital,Inbound,27,374,401,0,1
C11090,2025-03-23 20:00:00,A014,Banca_Personal,Inbound,45,290,335,0,1
C11091,2025-03-05 01:00:00,A009,Soporte_Digital,Outbound,8,264,272,0,1
C11092,2025-01-21 17:00:00,A018,Tarjetas,Outbound,6,347,353,0,1
C11093,2025-03-21 21:00:00,A006,Créditos,Inbound,44,339,383,0,0
C11094,2025-01-30 08:00:00,A015,Banca_Personal,Inbound,24,230,254,0,0
C11095,2025-02-26 12:00:00,A016,Banca_Personal,Inbound,33,282,315,0,1
C11096,2025-01-24 09:00:00,A008,Banca_Personal,Inbound,42,431,473,0,1
C11097,2025-03-25 06:00:00,A019,Tarjetas,Inbound,48,299,347,0,0
C11098,2025-01-02 07:00:00,A005,Créditos,Inbound,53,314,367,0,1
C11099,2025-01-02 18:00:00,A014,Soporte_Digital,Inbound,58,332,390,0,1
C11100,2025-03-21 20:00:00,A007,Soporte_Digital,Inbound,36,266,302,0,0
C11101,2025-02-27 06:00:00,A004,Créditos,Inbound,10,345,355,0,1
C11102,2025-03-18 21:00:00,A021,Soporte_Digital,Inbound,14,322,336,0,1
C11103,2025-01-24 06:00:00,A001,Banca_Personal,Inbound,8,367,375,0,0
C11104,2025-03-01 20:00:00,A004,Créditos,Inbound,47,198,245,0,1
C11105,2025-02-09 06:00:00,A014,Tarjetas,Outbound,31,321,352,0,1
C11106,2025-03-08 14:00:00,A023,Créditos,Inbound,14,312,326,0,1
C11107,2025-02-27 02:00:00,A016,Banca_Personal,Outbound,25,214,239,0,1
C11108,2025-03-22 08:00:00,A007,Créditos,Inbound,12,284,296,0,1
C11109,2025-03-10 04:00:00,A010,Tarjetas,Inbound,19,323,342,0,0
C11110,2025-03-28 20:00:00,A010,Tarjetas,Inbound,42,303,345,0,1
C11111,2025-01-04 19:00:00,A004,Créditos,Outbound,25,298,323,0,1
C11112,2025-03-18 19:00:00,A012,Créditos,Inbound,10,299,309,0,0
C11113,2025-01-08 16:00:00,A006,Soporte_Digital,Outbound,25,272,297,0,1
C11114,2025-01-31 07:00:00,A013,Soporte_Digital,Inbound,89,420,509,0,1
C11115,2025-02-13 19:00:00,A021,Banca_Personal,Inbound,16,319,335,0,1
C11116,2025-03-07 11:00:00,A001,Soporte_Digital,Inbound,26,318,344,0,1
C11117,2025-02-04 15:00:00,A008,Banca_Personal,Inbound,7,220,227,0,0
C11118,2025-01-15 08:00:00,A023,Banca_Personal,Outbound,14,281,295,0,0
C11119,2025-03-02 02:00:00,A016,Créditos,Inbound,13,268,281,0,1
C11120,2025-02-20 19:00:00,A005,Soporte_Digital,Inbound,22,298,320,0,0
C11121,2025-03-30 13:00:00,A007,Tarjetas,Inbound,60,280,340,0,1
C11122,2025-01-07 22:00:00,A003,Tarjetas,Inbound,77,262,339,1,1
C11123,2025-01-11 23:00:00,A024,Créditos,Inbound,6,286,292,0,1
C11124,2025-03-04 07:00:00,A021,Tarjetas,Inbound,34,235,269,0,1
C11125,2025-02-21 07:00:00,A002,Tarjetas,Inbound,33,335,368,0,0
C11126,2025-02-23 14:00:00,A002,Créditos,Inbound,78,348,426,0,0
C11127,2025-03-05 17:00:00,A020,Tarjetas,Inbound,37,329,366,0,1
C11128,2025-03-17 08:00:00,A023,Créditos,Outbound,18,351,369,0,0
C11129,2025-03-20 05:00:00,A010,Banca_Personal,Outbound,21,347,368,0,1
C11130,2025-03-14 21:00:00,A020,Soporte_Digital,Outbound,42,222,264,0,1
C11131,2025-03-21 13:00:00,A009,Tarjetas,Inbound,49,389,438,0,1
C11132,2025-02-25 15:00:00,A018,Créditos,Inbound,20,352,372,0,1
C11133,2025-02-19 21:00:00,A006,Tarjetas,Inbound,27,185,212,0,1
C11134,2025-02-01 23:00:00,A020,Soporte_Digital,Outbound,4,254,258,0,1
C11135,2025-01-05 04:00:00,A006,Tarjetas,Inbound,0,226,226,0,1
C11136,2025-03-14 04:00:00,A025,Banca_Personal,Inbound,50,326,376,0,1
C11137,2025-03-21 23:00:00,A010,Créditos,Inbound,7,267,274,0,1
C11138,2025-02-27 03:00:00,A025,Soporte_Digital,Inbound,13,301,314,0,1
C11139,2025-01-05 08:00:00,A009,Banca_Personal,Inbound,29,404,433,0,1
C11140,2025-01-29 21:00:00,A009,Tarjetas,Inbound,17,386,403,0,0
C11141,2025-03-12 10:00:00,A003,Tarjetas,Inbound,7,242,249,0,0
C11142,2025-02-24 14:00:00,A012,Tarjetas,Outbound,10,327,337,0,1
C11143,2025-02-14 14:00:00,A011,Soporte_Digital,Inbound,74,409,483,1,1
C11144,2025-02-14 10:00:00,A014,Créditos,Inbound,79,245,324,0,0
C11145,2025-02-04 01:00:00,A025,Soporte_Digital,Inbound,44,358,402,0,1
C11146,2025-03-06 00:00:00,A019,Banca_Personal,Outbound,11,289,300,0,1
C11147,2025-02-07 01:00:00,A010,Créditos,Outbound,16,243,259,0,0
C11148,2025-03-20 05:00:00,A019,Soporte_Digital,Outbound,8,390,398,0,1
C11149,2025-03-20 01:00:00,A005,Tarjetas,Inbound,60,274,334,0,0
C11150,2025-02-02 21:00:00,A022,Banca_Personal,Outbound,17,291,308,0,1
C11151,2025-01-24 00:00:00,A009,Tarjetas,Inbound,7,278,285,0,1
C11152,2025-02-05 03:00:00,A001,Soporte_Digital,Inbound,4,363,367,1,1
C11153,2025-01-28 10:00:00,A015,Banca_Personal,Inbound,27,359,386,0,1
C11154,2025-02-12 10:00:00,A024,Créditos,Inbound,55,255,310,0,1
C11155,2025-03-23 09:00:00,A004,Créditos,Inbound,12,306,318,0,1
C11156,2025-02-19 14:00:00,A007,Soporte_Digital,Inbound,20,322,342,0,1
C11157,2025-02-01 06:00:00,A006,Soporte_Digital,Inbound,42,358,400,0,0
C11158,2025-02-02 06:00:00,A015,Créditos,Inbound,20,263,283,0,1
C11159,2025-02-27 12:00:00,A006,Créditos,Inbound,84,382,466,0,0
C11160,2025-01-29 19:00:00,A007,Soporte_Digital,Inbound,4,348,352,0,0
C11161,2025-01-30 22:00:00,A020,Créditos,Inbound,7,243,250,0,1
C11162,2025-01-10 17:00:00,A022,Banca_Personal,Inbound,12,329,341,0,1
C11163,2025-03-28 07:00:00,A003,Soporte_Digital,Inbound,29,329,358,0,1
C11164,2025-02-28 12:00:00,A021,Banca_Personal,Outbound,29,257,286,1,1
C11165,2025-02-11 21:00:00,A013,Tarjetas,Outbound,32,325,357,0,1
